id,level,chapter,section,requirement,applicability,rationale,control,verification_method,evidence,result,gap
v5.0.0-11.4.2,2,Cryptography,Hashing and Hash-based Functions,"Verify that passwords are stored using an approved, computationally intensive, key derivation function (also known as a ""password hashing function""), with parameter settings configured based on current guidance. The settings should balance security and performance to make brute-force attacks sufficiently challenging for the required level of security.",NOT APPLICABLE,No stored user passwords or password hashes.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,N/A,Reassess if this mechanism is introduced
v5.0.0-11.4.3,2,Cryptography,Hashing and Hash-based Functions,"Verify that hash functions used in digital signatures, as part of data authentication or data integrity are collision resistant and have appropriate bit-lengths. If collision resistance is required, the output length must be at least 256 bits. If only resistance to second pre-image attacks is required, the output length must be at least 128 bits.",APPLICABLE,Release manifest uses SHA-256 (256-bit collision-resistant digest).,scripts/build_release.py,Source/document review,scripts/build_release.py,PASS,
v5.0.0-11.4.4,2,Cryptography,Hashing and Hash-based Functions,Verify that the application uses approved key derivation functions with key stretching parameters when deriving secret keys from passwords. The parameters in use must balance security and performance to prevent brute-force attacks from compromising the resulting cryptographic key.,NOT APPLICABLE,No derivation of secret keys from passwords.,Mechanism absent in reviewed architecture,"Route, dependency and implementation inventory review",backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,N/A,Reassess if this mechanism is introduced
v5.0.0-11.5.1,2,Cryptography,Random Values,Verify that all random numbers and strings which are intended to be non-guessable must be generated using a cryptographically secure pseudo-random number generator (CSPRNG) and have at least 128 bits of entropy. Note that UUIDs do not respect this condition.,APPLICABLE,Requirement applies to the Random Values surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.5.2,3,Cryptography,Random Values,"Verify that the random number generation mechanism in use is designed to work securely, even under heavy demand.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Random Values surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.6.1,2,Cryptography,Public Key Cryptography,"Verify that only approved cryptographic algorithms and modes of operation are used for key generation and seeding, and digital signature generation and verification. Key generation algorithms must not generate insecure keys vulnerable to known attacks, for example, RSA keys which are vulnerable to Fermat factorization.",APPLICABLE,Requirement applies to the Public Key Cryptography surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.6.2,3,Cryptography,Public Key Cryptography,Verify that approved cryptographic algorithms are used for key exchange (such as Diffie-Hellman) with a focus on ensuring that key exchange mechanisms use secure parameters. This will prevent attacks on the key establishment process which could lead to adversary-in-the-middle attacks or cryptographic breaks.,APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the Public Key Cryptography surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.7.1,3,Cryptography,In-Use Data Cryptography,"Verify that full memory encryption is in use that protects sensitive data while it is in use, preventing access by unauthorized users or processes.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the In-Use Data Cryptography surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-11.7.2,3,Cryptography,In-Use Data Cryptography,"Verify that data minimization ensures the minimal amount of data is exposed during processing, and ensure that data is encrypted immediately after use or as soon as feasible.",APPLICABLE,Outside L1/L2 release target; retained for completeness. Requirement applies to the In-Use Data Cryptography surface; OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,Source review; additional requirement-specific verification required,backend/privacy.py; backend/ai_usage.py; scripts/build_release.py,PARTIAL,L3 not verified; no L3 claim. OS keyring/stdlib cryptography used; complete primitive/configuration inventory not verified.
v5.0.0-12.1.1,1,Secure Communication,General TLS Security Guidance,"Verify that only the latest recommended versions of the TLS protocol are enabled, such as TLS 1.2 and TLS 1.3. The latest version of the TLS protocol must be the preferred option.",APPLICABLE,Requirement applies to the General TLS Security Guidance surface; Public HTTP allowed in generic validator; numeric loopback traffic unencrypted; transport claim must remain scoped.,backend/policy.py; backend/adapters.py; backend/providers.py,Source review; additional requirement-specific verification required,backend/policy.py; backend/adapters.py; backend/providers.py,PARTIAL,Public HTTP allowed in generic validator; numeric loopback traffic unencrypted; transport claim must remain scoped.
v5.0.0-12.1.2,2,Secure Communication,General TLS Security Guidance,"Verify that only recommended cipher suites are enabled, with the strongest cipher suites set as preferred. L3 applications must only support cipher suites which provide forward secrecy.",APPLICABLE,Requirement applies to the General TLS Security Guidance surface; Public HTTP allowed in generic validator; numeric loopback traffic unencrypted; transport claim must remain scoped.,backend/policy.py; backend/adapters.py; backend/providers.py,Source review; additional requirement-specific verification required,backend/policy.py; backend/adapters.py; backend/providers.py,PARTIAL,Public HTTP allowed in generic validator; numeric loopback traffic unencrypted; transport claim must remain scoped.
